,TP,TN,FP,FN,Class
628,0,2398.0,2,19.0,DeskPhone
629,0,2398.0,2,19.0,DeskPhone
630,0,2398.0,2,19.0,DeskPhone
631,0,2398.0,2,19.0,DeskPhone
632,1.0,2374.0,1.0,43.0,Door
633,1.0,2374.0,1.0,43.0,Door
634,1.0,2374.0,1.0,43.0,Door
635,1.0,2374.0,1.0,43.0,Door
636,1.0,2374.0,1.0,43.0,Door
637,1.0,2374.0,1.0,43.0,Door
638,1.0,2374.0,1.0,43.0,Door
639,0,2373.0,2,44.0,Door
640,1.0,2374.0,1.0,43.0,Door
641,1.0,2374.0,1.0,43.0,Door
642,1.0,2374.0,1.0,43.0,Door
643,0,2373.0,2,44.0,Door
644,0,2373.0,2,44.0,Door
645,1.0,2374.0,1.0,43.0,Door
646,1.0,2374.0,1.0,43.0,Door
647,1.0,2374.0,1.0,43.0,Door
648,1.0,2374.0,1.0,43.0,Door
649,1.0,2374.0,1.0,43.0,Door
650,0,2373.0,2,44.0,Door
651,0,2373.0,2,44.0,Door
652,1.0,2374.0,1.0,43.0,Door
653,1.0,2374.0,1.0,43.0,Door
654,0,2373.0,2,44.0,Door
655,1.0,2374.0,1.0,43.0,Door
656,0,2373.0,2,44.0,Door
657,1.0,2374.0,1.0,43.0,Door
658,1.0,2374.0,1.0,43.0,Door
659,1.0,2374.0,1.0,43.0,Door
660,1.0,2374.0,1.0,43.0,Door
661,1.0,2374.0,1.0,43.0,Door
662,1.0,2374.0,1.0,43.0,Door
663,1.0,2374.0,1.0,43.0,Door
664,1.0,2374.0,1.0,43.0,Door
665,1.0,2374.0,1.0,43.0,Door
666,0,2373.0,2,44.0,Door
667,1.0,2374.0,1.0,43.0,Door
668,0,2373.0,2,44.0,Door
669,1.0,2374.0,1.0,43.0,Door
670,0,2373.0,2,44.0,Door
671,1.0,2374.0,1.0,43.0,Door
672,1.0,2374.0,1.0,43.0,Door
673,1.0,2374.0,1.0,43.0,Door
674,0,2373.0,2,44.0,Door
675,0,2373.0,2,44.0,Door
676,0,2399.0,2,18.0,Drum
677,0,2399.0,2,18.0,Drum
678,0,2399.0,2,18.0,Drum
679,0,2399.0,2,18.0,Drum
680,0,2399.0,2,18.0,Drum
681,0,2399.0,2,18.0,Drum
682,0,2399.0,2,18.0,Drum
683,0,2399.0,2,18.0,Drum
684,0,2399.0,2,18.0,Drum
685,0,2399.0,2,18.0,Drum
686,0,2399.0,2,18.0,Drum
687,0,2399.0,2,18.0,Drum
688,0,2399.0,2,18.0,Drum
689,0,2399.0,2,18.0,Drum
690,0,2399.0,2,18.0,Drum
691,0,2399.0,2,18.0,Drum
692,0,2399.0,2,18.0,Drum
693,0,2399.0,2,18.0,Drum
694,1.0,2398.0,1.0,19.0,Fish
695,1.0,2398.0,1.0,19.0,Fish
696,1.0,2398.0,1.0,19.0,Fish
697,1.0,2398.0,1.0,19.0,Fish
698,1.0,2398.0,1.0,19.0,Fish
699,1.0,2398.0,1.0,19.0,Fish
700,0,2397.0,2,20.0,Fish
701,1.0,2398.0,1.0,19.0,Fish
702,1.0,2398.0,1.0,19.0,Fish
703,0,2397.0,2,20.0,Fish
704,1.0,2398.0,1.0,19.0,Fish
705,0,2397.0,2,20.0,Fish
706,1.0,2398.0,1.0,19.0,Fish
707,1.0,2398.0,1.0,19.0,Fish
708,1.0,2398.0,1.0,19.0,Fish
709,0,2397.0,2,20.0,Fish
710,1.0,2398.0,1.0,19.0,Fish
711,0,2397.0,2,20.0,Fish
712,1.0,2398.0,1.0,19.0,Fish
713,0,2397.0,2,20.0,Fish
714,0,2391.0,2,26.0,FloorLamp
715,1.0,2392.0,1.0,25.0,FloorLamp
716,0,2391.0,2,26.0,FloorLamp
717,0,2391.0,2,26.0,FloorLamp
718,0,2391.0,2,26.0,FloorLamp
719,0,2391.0,2,26.0,FloorLamp
720,0,2391.0,2,26.0,FloorLamp
721,0,2391.0,2,26.0,FloorLamp
722,0,2391.0,2,26.0,FloorLamp
723,0,2391.0,2,26.0,FloorLamp
724,1.0,2392.0,1.0,25.0,FloorLamp
725,0,2391.0,2,26.0,FloorLamp
726,0,2391.0,2,26.0,FloorLamp
727,0,2391.0,2,26.0,FloorLamp
728,0,2391.0,2,26.0,FloorLamp
729,0,2391.0,2,26.0,FloorLamp
730,0,2391.0,2,26.0,FloorLamp
731,0,2391.0,2,26.0,FloorLamp
732,0,2391.0,2,26.0,FloorLamp
733,0,2391.0,2,26.0,FloorLamp
734,0,2391.0,2,26.0,FloorLamp
735,0,2391.0,2,26.0,FloorLamp
736,0,2391.0,2,26.0,FloorLamp
737,0,2391.0,2,26.0,FloorLamp
738,0,2391.0,2,26.0,FloorLamp
739,0,2391.0,2,26.0,FloorLamp
740,1.0,2398.0,1.0,19.0,Glasses
741,1.0,2398.0,1.0,19.0,Glasses
742,0,2397.0,2,20.0,Glasses
743,1.0,2398.0,1.0,19.0,Glasses
744,1.0,2398.0,1.0,19.0,Glasses
745,1.0,2398.0,1.0,19.0,Glasses
746,0,2397.0,2,20.0,Glasses
747,0,2397.0,2,20.0,Glasses
748,1.0,2398.0,1.0,19.0,Glasses
749,1.0,2398.0,1.0,19.0,Glasses
750,1.0,2398.0,1.0,19.0,Glasses
751,1.0,2398.0,1.0,19.0,Glasses
752,0,2397.0,2,20.0,Glasses
753,1.0,2398.0,1.0,19.0,Glasses
754,1.0,2398.0,1.0,19.0,Glasses
755,1.0,2398.0,1.0,19.0,Glasses
756,1.0,2398.0,1.0,19.0,Glasses
757,0,2397.0,2,20.0,Glasses
758,1.0,2398.0,1.0,19.0,Glasses
759,0,2397.0,2,20.0,Glasses
760,1.0,2398.0,1.0,19.0,Guitar
761,0,2397.0,2,20.0,Guitar
762,0,2397.0,2,20.0,Guitar
763,1.0,2398.0,1.0,19.0,Guitar
764,0,2397.0,2,20.0,Guitar
765,0,2397.0,2,20.0,Guitar
766,0,2397.0,2,20.0,Guitar
767,0,2397.0,2,20.0,Guitar
768,0,2397.0,2,20.0,Guitar
769,0,2397.0,2,20.0,Guitar
770,1.0,2398.0,1.0,19.0,Guitar
771,0,2397.0,2,20.0,Guitar
772,0,2397.0,2,20.0,Guitar
773,0,2397.0,2,20.0,Guitar
774,0,2397.0,2,20.0,Guitar
775,0,2397.0,2,20.0,Guitar
776,0,2397.0,2,20.0,Guitar
777,0,2397.0,2,20.0,Guitar
778,0,2397.0,2,20.0,Guitar
779,0,2397.0,2,20.0,Guitar
780,1.0,2360.0,1.0,57.0,Gun
781,1.0,2360.0,1.0,57.0,Gun
782,0,2359.0,2,58.0,Gun
783,1.0,2360.0,1.0,57.0,Gun
784,0,2359.0,2,58.0,Gun
785,1.0,2360.0,1.0,57.0,Gun
786,1.0,2360.0,1.0,57.0,Gun
787,0,2359.0,2,58.0,Gun
788,0,2359.0,2,58.0,Gun
789,1.0,2360.0,1.0,57.0,Gun
790,0,2359.0,2,58.0,Gun
791,1.0,2360.0,1.0,57.0,Gun
792,1.0,2360.0,1.0,57.0,Gun
793,1.0,2360.0,1.0,57.0,Gun
794,0,2359.0,2,58.0,Gun
795,0,2359.0,2,58.0,Gun
796,0,2359.0,2,58.0,Gun
797,0,2359.0,2,58.0,Gun
798,0,2359.0,2,58.0,Gun
799,0,2359.0,2,58.0,Gun
800,1.0,2360.0,1.0,57.0,Gun
801,0,2359.0,2,58.0,Gun
802,0,2359.0,2,58.0,Gun
803,0,2359.0,2,58.0,Gun
804,1.0,2360.0,1.0,57.0,Gun
805,0,2359.0,2,58.0,Gun
806,0,2359.0,2,58.0,Gun
807,0,2359.0,2,58.0,Gun
808,1.0,2360.0,1.0,57.0,Gun
809,0,2359.0,2,58.0,Gun
810,1.0,2360.0,1.0,57.0,Gun
811,0,2359.0,2,58.0,Gun
812,0,2359.0,2,58.0,Gun
813,0,2359.0,2,58.0,Gun
814,0,2359.0,2,58.0,Gun
815,1.0,2360.0,1.0,57.0,Gun
816,1.0,2360.0,1.0,57.0,Gun
817,0,2359.0,2,58.0,Gun
818,1.0,2360.0,1.0,57.0,Gun
819,0,2359.0,2,58.0,Gun
820,0,2359.0,2,58.0,Gun
821,0,2359.0,2,58.0,Gun
822,0,2359.0,2,58.0,Gun
823,0,2359.0,2,58.0,Gun
824,0,2359.0,2,58.0,Gun
825,0,2359.0,2,58.0,Gun
826,0,2359.0,2,58.0,Gun
827,1.0,2360.0,1.0,57.0,Gun
828,0,2359.0,2,58.0,Gun
829,0,2359.0,2,58.0,Gun
830,1.0,2360.0,1.0,57.0,Gun
831,0,2359.0,2,58.0,Gun
832,1.0,2360.0,1.0,57.0,Gun
833,0,2359.0,2,58.0,Gun
834,0,2359.0,2,58.0,Gun
835,0,2359.0,2,58.0,Gun
836,0,2359.0,2,58.0,Gun
837,0,2359.0,2,58.0,Gun
838,1.0,2381.0,1.0,36.0,Hand
839,1.0,2381.0,1.0,36.0,Hand
840,1.0,2381.0,1.0,36.0,Hand
841,1.0,2381.0,1.0,36.0,Hand
842,1.0,2381.0,1.0,36.0,Hand
843,1.0,2381.0,1.0,36.0,Hand
844,1.0,2381.0,1.0,36.0,Hand
845,0,2380.0,2,37.0,Hand
846,1.0,2381.0,1.0,36.0,Hand
847,1.0,2381.0,1.0,36.0,Hand
848,1.0,2381.0,1.0,36.0,Hand
849,1.0,2381.0,1.0,36.0,Hand
850,1.0,2381.0,1.0,36.0,Hand
851,1.0,2381.0,1.0,36.0,Hand
852,1.0,2381.0,1.0,36.0,Hand
853,1.0,2381.0,1.0,36.0,Hand
854,1.0,2381.0,1.0,36.0,Hand
855,0,2380.0,2,37.0,Hand
856,1.0,2381.0,1.0,36.0,Hand
857,1.0,2381.0,1.0,36.0,Hand
858,1.0,2381.0,1.0,36.0,Hand
859,1.0,2381.0,1.0,36.0,Hand
860,1.0,2381.0,1.0,36.0,Hand
861,1.0,2381.0,1.0,36.0,Hand
862,1.0,2381.0,1.0,36.0,Hand
863,1.0,2381.0,1.0,36.0,Hand
864,1.0,2381.0,1.0,36.0,Hand
865,1.0,2381.0,1.0,36.0,Hand
866,1.0,2381.0,1.0,36.0,Hand
867,1.0,2381.0,1.0,36.0,Hand
868,0,2380.0,2,37.0,Hand
869,1.0,2381.0,1.0,36.0,Hand
870,1.0,2381.0,1.0,36.0,Hand
871,1.0,2381.0,1.0,36.0,Hand
872,1.0,2381.0,1.0,36.0,Hand
873,1.0,2381.0,1.0,36.0,Hand
874,1.0,2381.0,1.0,36.0,Hand
875,0,2403.0,2,14.0,Hat
876,1.0,2404.0,1.0,13.0,Hat
877,0,2403.0,2,14.0,Hat
878,0,2403.0,2,14.0,Hat
879,0,2403.0,2,14.0,Hat
880,0,2403.0,2,14.0,Hat
881,0,2403.0,2,14.0,Hat
882,0,2403.0,2,14.0,Hat
883,0,2403.0,2,14.0,Hat
884,1.0,2404.0,1.0,13.0,Hat
885,0,2403.0,2,14.0,Hat
886,1.0,2404.0,1.0,13.0,Hat
887,1.0,2404.0,1.0,13.0,Hat
888,1.0,2404.0,1.0,13.0,Hat
889,1.0,2367.0,1.0,50.0,Helicopter
890,1.0,2367.0,1.0,50.0,Helicopter
891,1.0,2367.0,1.0,50.0,Helicopter
892,1.0,2367.0,1.0,50.0,Helicopter
893,1.0,2367.0,1.0,50.0,Helicopter
894,1.0,2367.0,1.0,50.0,Helicopter
895,1.0,2367.0,1.0,50.0,Helicopter
896,0,2366.0,2,51.0,Helicopter
897,0,2366.0,2,51.0,Helicopter
898,1.0,2367.0,1.0,50.0,Helicopter
899,1.0,2367.0,1.0,50.0,Helicopter
900,1.0,2367.0,1.0,50.0,Helicopter
901,0,2366.0,2,51.0,Helicopter
902,0,2366.0,2,51.0,Helicopter
903,0,2366.0,2,51.0,Helicopter
904,0,2366.0,2,51.0,Helicopter
905,1.0,2367.0,1.0,50.0,Helicopter
906,1.0,2367.0,1.0,50.0,Helicopter
907,1.0,2367.0,1.0,50.0,Helicopter
908,1.0,2367.0,1.0,50.0,Helicopter
909,0,2366.0,2,51.0,Helicopter
910,0,2366.0,2,51.0,Helicopter
911,0,2366.0,2,51.0,Helicopter
912,0,2366.0,2,51.0,Helicopter
913,0,2366.0,2,51.0,Helicopter
914,1.0,2367.0,1.0,50.0,Helicopter
915,1.0,2367.0,1.0,50.0,Helicopter
916,1.0,2367.0,1.0,50.0,Helicopter
917,1.0,2367.0,1.0,50.0,Helicopter
918,0,2366.0,2,51.0,Helicopter
919,0,2366.0,2,51.0,Helicopter
920,0,2366.0,2,51.0,Helicopter
921,1.0,2367.0,1.0,50.0,Helicopter
922,1.0,2367.0,1.0,50.0,Helicopter
923,1.0,2367.0,1.0,50.0,Helicopter
924,1.0,2367.0,1.0,50.0,Helicopter
925,0,2366.0,2,51.0,Helicopter
926,1.0,2367.0,1.0,50.0,Helicopter
927,0,2366.0,2,51.0,Helicopter
928,1.0,2367.0,1.0,50.0,Helicopter
929,1.0,2367.0,1.0,50.0,Helicopter
930,1.0,2367.0,1.0,50.0,Helicopter
931,1.0,2367.0,1.0,50.0,Helicopter
932,1.0,2367.0,1.0,50.0,Helicopter
933,0,2366.0,2,51.0,Helicopter
934,0,2366.0,2,51.0,Helicopter
935,0,2366.0,2,51.0,Helicopter
936,1.0,2367.0,1.0,50.0,Helicopter
937,0,2366.0,2,51.0,Helicopter
938,1.0,2367.0,1.0,50.0,Helicopter
939,0,2366.0,2,51.0,Helicopter
940,0,2373.0,2,44.0,House
941,0,2373.0,2,44.0,House
942,0,2373.0,2,44.0,House
943,0,2373.0,2,44.0,House
944,1.0,2374.0,1.0,43.0,House
945,0,2373.0,2,44.0,House
946,0,2373.0,2,44.0,House
947,0,2373.0,2,44.0,House
948,1.0,2374.0,1.0,43.0,House
949,1.0,2374.0,1.0,43.0,House
950,0,2373.0,2,44.0,House
951,0,2373.0,2,44.0,House
952,0,2373.0,2,44.0,House
953,0,2373.0,2,44.0,House
954,0,2373.0,2,44.0,House
955,1.0,2374.0,1.0,43.0,House
956,0,2373.0,2,44.0,House
957,1.0,2374.0,1.0,43.0,House
958,0,2373.0,2,44.0,House
959,0,2373.0,2,44.0,House
960,0,2373.0,2,44.0,House
961,0,2373.0,2,44.0,House
962,0,2373.0,2,44.0,House
963,0,2373.0,2,44.0,House
964,0,2373.0,2,44.0,House
965,0,2373.0,2,44.0,House
966,0,2373.0,2,44.0,House
967,0,2373.0,2,44.0,House
968,0,2373.0,2,44.0,House
969,0,2373.0,2,44.0,House
970,0,2373.0,2,44.0,House
971,1.0,2374.0,1.0,43.0,House
972,0,2373.0,2,44.0,House
973,0,2373.0,2,44.0,House
974,1.0,2374.0,1.0,43.0,House
975,0,2373.0,2,44.0,House
976,0,2373.0,2,44.0,House
977,1.0,2374.0,1.0,43.0,House
978,0,2373.0,2,44.0,House
979,0,2373.0,2,44.0,House
980,1.0,2374.0,1.0,43.0,House
981,0,2373.0,2,44.0,House
982,0,2373.0,2,44.0,House
983,0,2373.0,2,44.0,House
984,1.0,2368.0,1.0,49.0,HumanHead
985,0,2367.0,2,50.0,HumanHead
986,1.0,2368.0,1.0,49.0,HumanHead
987,1.0,2368.0,1.0,49.0,HumanHead
988,1.0,2368.0,1.0,49.0,HumanHead
989,1.0,2368.0,1.0,49.0,HumanHead
990,0,2367.0,2,50.0,HumanHead
991,1.0,2368.0,1.0,49.0,HumanHead
992,1.0,2368.0,1.0,49.0,HumanHead
993,1.0,2368.0,1.0,49.0,HumanHead
994,1.0,2368.0,1.0,49.0,HumanHead
995,1.0,2368.0,1.0,49.0,HumanHead
996,1.0,2368.0,1.0,49.0,HumanHead
997,1.0,2368.0,1.0,49.0,HumanHead
998,1.0,2368.0,1.0,49.0,HumanHead
999,0,2367.0,2,50.0,HumanHead
1000,1.0,2368.0,1.0,49.0,HumanHead
1001,1.0,2368.0,1.0,49.0,HumanHead
1002,1.0,2368.0,1.0,49.0,HumanHead
1003,1.0,2368.0,1.0,49.0,HumanHead
1004,0,2367.0,2,50.0,HumanHead
1005,1.0,2368.0,1.0,49.0,HumanHead
1006,0,2367.0,2,50.0,HumanHead
1007,1.0,2368.0,1.0,49.0,HumanHead
1008,0,2367.0,2,50.0,HumanHead
1009,0,2367.0,2,50.0,HumanHead
1010,1.0,2368.0,1.0,49.0,HumanHead
1011,1.0,2368.0,1.0,49.0,HumanHead
1012,1.0,2368.0,1.0,49.0,HumanHead
1013,1.0,2368.0,1.0,49.0,HumanHead
1014,1.0,2368.0,1.0,49.0,HumanHead
1015,0,2367.0,2,50.0,HumanHead
1016,0,2367.0,2,50.0,HumanHead
1017,1.0,2368.0,1.0,49.0,HumanHead
1018,0,2367.0,2,50.0,HumanHead
1019,1.0,2368.0,1.0,49.0,HumanHead
1020,1.0,2368.0,1.0,49.0,HumanHead
1021,0,2367.0,2,50.0,HumanHead
1022,1.0,2368.0,1.0,49.0,HumanHead
1023,1.0,2368.0,1.0,49.0,HumanHead
1024,1.0,2368.0,1.0,49.0,HumanHead
1025,1.0,2368.0,1.0,49.0,HumanHead
1026,1.0,2368.0,1.0,49.0,HumanHead
1027,1.0,2368.0,1.0,49.0,HumanHead
1028,0,2367.0,2,50.0,HumanHead
1029,1.0,2368.0,1.0,49.0,HumanHead
1030,0,2367.0,2,50.0,HumanHead
1031,0,2367.0,2,50.0,HumanHead
1032,1.0,2368.0,1.0,49.0,HumanHead
1033,0,2367.0,2,50.0,HumanHead
1034,1.0,2277.0,1.0,140.0,Humanoid
1035,1.0,2277.0,1.0,140.0,Humanoid
1036,1.0,2277.0,1.0,140.0,Humanoid
1037,1.0,2277.0,1.0,140.0,Humanoid
1038,1.0,2277.0,1.0,140.0,Humanoid
1039,1.0,2277.0,1.0,140.0,Humanoid
1040,1.0,2277.0,1.0,140.0,Humanoid
1041,1.0,2277.0,1.0,140.0,Humanoid
1042,1.0,2277.0,1.0,140.0,Humanoid
1043,1.0,2277.0,1.0,140.0,Humanoid
1044,0,2276.0,2,141.0,Humanoid
1045,0,2276.0,2,141.0,Humanoid
1046,1.0,2277.0,1.0,140.0,Humanoid
1047,1.0,2277.0,1.0,140.0,Humanoid
1048,0,2276.0,2,141.0,Humanoid
1049,0,2276.0,2,141.0,Humanoid
1050,1.0,2277.0,1.0,140.0,Humanoid
1051,1.0,2277.0,1.0,140.0,Humanoid
1052,1.0,2277.0,1.0,140.0,Humanoid
1053,1.0,2277.0,1.0,140.0,Humanoid
1054,0,2276.0,2,141.0,Humanoid
1055,1.0,2277.0,1.0,140.0,Humanoid
1056,1.0,2277.0,1.0,140.0,Humanoid
1057,1.0,2277.0,1.0,140.0,Humanoid
1058,1.0,2277.0,1.0,140.0,Humanoid
1059,0,2276.0,2,141.0,Humanoid
1060,1.0,2277.0,1.0,140.0,Humanoid
1061,1.0,2277.0,1.0,140.0,Humanoid
1062,0,2276.0,2,141.0,Humanoid
1063,1.0,2277.0,1.0,140.0,Humanoid
1064,1.0,2277.0,1.0,140.0,Humanoid
1065,1.0,2277.0,1.0,140.0,Humanoid
1066,0,2276.0,2,141.0,Humanoid
1067,1.0,2277.0,1.0,140.0,Humanoid
1068,1.0,2277.0,1.0,140.0,Humanoid
1069,1.0,2277.0,1.0,140.0,Humanoid
1070,1.0,2277.0,1.0,140.0,Humanoid
1071,1.0,2277.0,1.0,140.0,Humanoid
1072,0,2276.0,2,141.0,Humanoid
1073,1.0,2277.0,1.0,140.0,Humanoid
1074,1.0,2277.0,1.0,140.0,Humanoid
1075,1.0,2277.0,1.0,140.0,Humanoid
1076,1.0,2277.0,1.0,140.0,Humanoid
1077,0,2276.0,2,141.0,Humanoid
1078,1.0,2277.0,1.0,140.0,Humanoid
1079,1.0,2277.0,1.0,140.0,Humanoid
1080,0,2276.0,2,141.0,Humanoid
1081,0,2276.0,2,141.0,Humanoid
1082,1.0,2277.0,1.0,140.0,Humanoid
1083,1.0,2277.0,1.0,140.0,Humanoid
1084,1.0,2277.0,1.0,140.0,Humanoid
1085,1.0,2277.0,1.0,140.0,Humanoid
1086,1.0,2277.0,1.0,140.0,Humanoid
1087,1.0,2277.0,1.0,140.0,Humanoid
1088,0,2276.0,2,141.0,Humanoid
1089,1.0,2277.0,1.0,140.0,Humanoid
1090,1.0,2277.0,1.0,140.0,Humanoid
1091,1.0,2277.0,1.0,140.0,Humanoid
1092,0,2276.0,2,141.0,Humanoid
1093,1.0,2277.0,1.0,140.0,Humanoid
1094,0,2276.0,2,141.0,Humanoid
1095,1.0,2277.0,1.0,140.0,Humanoid
1096,1.0,2277.0,1.0,140.0,Humanoid
1097,0,2276.0,2,141.0,Humanoid
1098,1.0,2277.0,1.0,140.0,Humanoid
1099,1.0,2277.0,1.0,140.0,Humanoid
1100,1.0,2277.0,1.0,140.0,Humanoid
1101,0,2276.0,2,141.0,Humanoid
1102,1.0,2277.0,1.0,140.0,Humanoid
1103,0,2276.0,2,141.0,Humanoid
1104,0,2276.0,2,141.0,Humanoid
1105,1.0,2277.0,1.0,140.0,Humanoid
1106,0,2276.0,2,141.0,Humanoid
1107,1.0,2277.0,1.0,140.0,Humanoid
1108,1.0,2277.0,1.0,140.0,Humanoid
1109,1.0,2277.0,1.0,140.0,Humanoid
1110,1.0,2277.0,1.0,140.0,Humanoid
1111,1.0,2277.0,1.0,140.0,Humanoid
1112,1.0,2277.0,1.0,140.0,Humanoid
1113,0,2276.0,2,141.0,Humanoid
1114,0,2276.0,2,141.0,Humanoid
1115,1.0,2277.0,1.0,140.0,Humanoid
1116,0,2276.0,2,141.0,Humanoid
1117,1.0,2277.0,1.0,140.0,Humanoid
1118,1.0,2277.0,1.0,140.0,Humanoid
1119,1.0,2277.0,1.0,140.0,Humanoid
1120,0,2276.0,2,141.0,Humanoid
1121,1.0,2277.0,1.0,140.0,Humanoid
1122,0,2276.0,2,141.0,Humanoid
1123,1.0,2277.0,1.0,140.0,Humanoid
1124,0,2276.0,2,141.0,Humanoid
1125,0,2276.0,2,141.0,Humanoid
1126,0,2276.0,2,141.0,Humanoid
1127,0,2276.0,2,141.0,Humanoid
1128,0,2276.0,2,141.0,Humanoid
1129,0,2276.0,2,141.0,Humanoid
1130,1.0,2277.0,1.0,140.0,Humanoid
1131,0,2276.0,2,141.0,Humanoid
1132,0,2276.0,2,141.0,Humanoid
1133,1.0,2277.0,1.0,140.0,Humanoid
1134,1.0,2277.0,1.0,140.0,Humanoid
1135,1.0,2277.0,1.0,140.0,Humanoid
1136,0,2276.0,2,141.0,Humanoid
1137,0,2276.0,2,141.0,Humanoid
1138,0,2276.0,2,141.0,Humanoid
1139,1.0,2277.0,1.0,140.0,Humanoid
1140,0,2276.0,2,141.0,Humanoid
1141,0,2276.0,2,141.0,Humanoid
1142,0,2276.0,2,141.0,Humanoid
1143,1.0,2277.0,1.0,140.0,Humanoid
1144,1.0,2277.0,1.0,140.0,Humanoid
1145,0,2276.0,2,141.0,Humanoid
1146,1.0,2277.0,1.0,140.0,Humanoid
1147,1.0,2277.0,1.0,140.0,Humanoid
1148,1.0,2277.0,1.0,140.0,Humanoid
1149,0,2276.0,2,141.0,Humanoid
1150,0,2276.0,2,141.0,Humanoid
1151,0,2276.0,2,141.0,Humanoid
1152,1.0,2277.0,1.0,140.0,Humanoid
1153,1.0,2277.0,1.0,140.0,Humanoid
1154,1.0,2277.0,1.0,140.0,Humanoid
1155,1.0,2277.0,1.0,140.0,Humanoid
1156,1.0,2277.0,1.0,140.0,Humanoid
1157,0,2276.0,2,141.0,Humanoid
1158,1.0,2277.0,1.0,140.0,Humanoid
1159,1.0,2277.0,1.0,140.0,Humanoid
1160,1.0,2277.0,1.0,140.0,Humanoid
1161,0,2276.0,2,141.0,Humanoid
1162,1.0,2277.0,1.0,140.0,Humanoid
1163,1.0,2277.0,1.0,140.0,Humanoid
1164,0,2276.0,2,141.0,Humanoid
1165,0,2276.0,2,141.0,Humanoid
1166,1.0,2277.0,1.0,140.0,Humanoid
1167,0,2276.0,2,141.0,Humanoid
1168,0,2276.0,2,141.0,Humanoid
1169,1.0,2277.0,1.0,140.0,Humanoid
1170,1.0,2277.0,1.0,140.0,Humanoid
1171,1.0,2277.0,1.0,140.0,Humanoid
1172,1.0,2277.0,1.0,140.0,Humanoid
1173,1.0,2277.0,1.0,140.0,Humanoid
1174,0,2276.0,2,141.0,Humanoid
1175,0,2351.0,2,66.0,Insect
1176,0,2351.0,2,66.0,Insect
1177,1.0,2352.0,1.0,65.0,Insect
1178,0,2351.0,2,66.0,Insect
1179,0,2351.0,2,66.0,Insect
1180,0,2351.0,2,66.0,Insect
1181,0,2351.0,2,66.0,Insect
1182,1.0,2352.0,1.0,65.0,Insect
1183,0,2351.0,2,66.0,Insect
1184,0,2351.0,2,66.0,Insect
1185,0,2351.0,2,66.0,Insect
1186,0,2351.0,2,66.0,Insect
1187,0,2351.0,2,66.0,Insect
1188,0,2351.0,2,66.0,Insect
1189,1.0,2352.0,1.0,65.0,Insect
1190,0,2351.0,2,66.0,Insect
1191,0,2351.0,2,66.0,Insect
1192,0,2351.0,2,66.0,Insect
1193,0,2351.0,2,66.0,Insect
1194,1.0,2352.0,1.0,65.0,Insect
1195,0,2351.0,2,66.0,Insect
1196,0,2351.0,2,66.0,Insect
1197,1.0,2352.0,1.0,65.0,Insect
1198,0,2351.0,2,66.0,Insect
1199,1.0,2352.0,1.0,65.0,Insect
1200,0,2351.0,2,66.0,Insect
1201,1.0,2352.0,1.0,65.0,Insect
1202,1.0,2352.0,1.0,65.0,Insect
1203,1.0,2352.0,1.0,65.0,Insect
1204,1.0,2352.0,1.0,65.0,Insect
1205,1.0,2352.0,1.0,65.0,Insect
1206,0,2351.0,2,66.0,Insect
1207,1.0,2352.0,1.0,65.0,Insect
1208,0,2351.0,2,66.0,Insect
1209,1.0,2352.0,1.0,65.0,Insect
1210,1.0,2352.0,1.0,65.0,Insect
1211,1.0,2352.0,1.0,65.0,Insect
1212,0,2351.0,2,66.0,Insect
1213,0,2351.0,2,66.0,Insect
1214,0,2351.0,2,66.0,Insect
1215,1.0,2352.0,1.0,65.0,Insect
1216,1.0,2352.0,1.0,65.0,Insect
1217,1.0,2352.0,1.0,65.0,Insect
1218,1.0,2352.0,1.0,65.0,Insect
1219,0,2351.0,2,66.0,Insect
1220,0,2351.0,2,66.0,Insect
1221,1.0,2352.0,1.0,65.0,Insect
1222,1.0,2352.0,1.0,65.0,Insect
1223,1.0,2352.0,1.0,65.0,Insect
1224,1.0,2352.0,1.0,65.0,Insect
1225,1.0,2352.0,1.0,65.0,Insect
1226,0,2351.0,2,66.0,Insect
1227,1.0,2352.0,1.0,65.0,Insect
1228,1.0,2352.0,1.0,65.0,Insect
1229,0,2351.0,2,66.0,Insect
1230,0,2351.0,2,66.0,Insect
1231,0,2351.0,2,66.0,Insect
1232,0,2351.0,2,66.0,Insect
1233,0,2351.0,2,66.0,Insect
1234,0,2351.0,2,66.0,Insect
1235,1.0,2352.0,1.0,65.0,Insect
1236,0,2351.0,2,66.0,Insect
1237,0,2351.0,2,66.0,Insect
1238,0,2351.0,2,66.0,Insect
1239,1.0,2352.0,1.0,65.0,Insect
1240,0,2351.0,2,66.0,Insect
1241,1.0,2275.0,1.0,142.0,Jet
1242,1.0,2275.0,1.0,142.0,Jet
1243,1.0,2275.0,1.0,142.0,Jet
1244,1.0,2275.0,1.0,142.0,Jet
1245,1.0,2275.0,1.0,142.0,Jet
1246,1.0,2275.0,1.0,142.0,Jet
1247,0,2274.0,2,143.0,Jet
1248,1.0,2275.0,1.0,142.0,Jet
1249,0,2274.0,2,143.0,Jet
1250,0,2274.0,2,143.0,Jet
1251,1.0,2275.0,1.0,142.0,Jet
1252,1.0,2275.0,1.0,142.0,Jet
1253,1.0,2275.0,1.0,142.0,Jet
1254,0,2274.0,2,143.0,Jet
1255,1.0,2275.0,1.0,142.0,Jet
