,TP,TN,FP,FN,Class
576,15.0,2160.0,231.0,13.0,Cup
577,24.0,1443.0,948.0,4.0,Cup
578,0,2254.0,137,28.0,Cup
579,23.0,1850.0,541.0,5.0,Cup
580,20.0,590.0,1801.0,8.0,Cup
581,2.0,1748.0,643.0,26.0,Cup
582,28.0,641.0,1747.0,3.0,DeskLamp
583,29.0,775.0,1613.0,2.0,DeskLamp
584,29.0,920.0,1468.0,2.0,DeskLamp
585,29.0,745.0,1643.0,2.0,DeskLamp
586,27.0,1037.0,1351.0,4.0,DeskLamp
587,29.0,922.0,1466.0,2.0,DeskLamp
588,29.0,699.0,1689.0,2.0,DeskLamp
589,29.0,685.0,1703.0,2.0,DeskLamp
590,29.0,865.0,1523.0,2.0,DeskLamp
591,29.0,785.0,1603.0,2.0,DeskLamp
592,29.0,718.0,1670.0,2.0,DeskLamp
593,29.0,729.0,1659.0,2.0,DeskLamp
594,29.0,819.0,1569.0,2.0,DeskLamp
595,30.0,570.0,1818.0,1.0,DeskLamp
596,30.0,778.0,1610.0,1.0,DeskLamp
597,29.0,877.0,1511.0,2.0,DeskLamp
598,5.0,1883.0,505.0,26.0,DeskLamp
599,29.0,875.0,1513.0,2.0,DeskLamp
600,29.0,749.0,1639.0,2.0,DeskLamp
601,29.0,695.0,1693.0,2.0,DeskLamp
602,30.0,677.0,1711.0,1.0,DeskLamp
603,29.0,830.0,1558.0,2.0,DeskLamp
604,29.0,618.0,1770.0,2.0,DeskLamp
605,29.0,730.0,1658.0,2.0,DeskLamp
606,30.0,669.0,1719.0,1.0,DeskLamp
607,29.0,915.0,1473.0,2.0,DeskLamp
608,29.0,631.0,1757.0,2.0,DeskLamp
609,29.0,867.0,1521.0,2.0,DeskLamp
610,29.0,731.0,1657.0,2.0,DeskLamp
611,29.0,792.0,1596.0,2.0,DeskLamp
612,29.0,764.0,1624.0,2.0,DeskLamp
613,8.0,1839.0,561.0,11.0,DeskPhone
614,12.0,570.0,1830.0,7.0,DeskPhone
615,6.0,2098.0,302.0,13.0,DeskPhone
616,9.0,1122.0,1278.0,10.0,DeskPhone
617,11.0,559.0,1841.0,8.0,DeskPhone
618,11.0,623.0,1777.0,8.0,DeskPhone
619,10.0,1839.0,561.0,9.0,DeskPhone
620,6.0,865.0,1535.0,13.0,DeskPhone
621,5.0,2331.0,69.0,14.0,DeskPhone
622,9.0,620.0,1780.0,10.0,DeskPhone
623,3.0,2391.0,9.0,16.0,DeskPhone
624,5.0,2370.0,30.0,14.0,DeskPhone
625,8.0,644.0,1756.0,11.0,DeskPhone
626,6.0,2142.0,258.0,13.0,DeskPhone
627,5.0,2183.0,217.0,14.0,DeskPhone
628,10.0,657.0,1743.0,9.0,DeskPhone
629,9.0,1684.0,716.0,10.0,DeskPhone
630,10.0,916.0,1484.0,9.0,DeskPhone
631,3.0,2338.0,62.0,16.0,DeskPhone
632,35.0,581.0,1794.0,9.0,Door
633,26.0,1055.0,1320.0,18.0,Door
634,1.0,2356.0,19.0,43.0,Door
635,34.0,589.0,1786.0,10.0,Door
636,35.0,578.0,1797.0,9.0,Door
637,21.0,1997.0,378.0,23.0,Door
638,33.0,1488.0,887.0,11.0,Door
639,35.0,584.0,1791.0,9.0,Door
640,18.0,2003.0,372.0,26.0,Door
641,26.0,842.0,1533.0,18.0,Door
642,35.0,1011.0,1364.0,9.0,Door
643,0,2372.0,3,44.0,Door
644,31.0,647.0,1728.0,13.0,Door
645,34.0,874.0,1501.0,10.0,Door
646,27.0,1443.0,932.0,17.0,Door
647,16.0,2109.0,266.0,28.0,Door
648,34.0,638.0,1737.0,10.0,Door
649,17.0,1954.0,421.0,27.0,Door
650,35.0,722.0,1653.0,9.0,Door
651,0,2369.0,6,44.0,Door
652,27.0,998.0,1377.0,17.0,Door
653,4.0,2316.0,59.0,40.0,Door
654,32.0,734.0,1641.0,12.0,Door
655,28.0,1009.0,1366.0,16.0,Door
656,27.0,1236.0,1139.0,17.0,Door
657,35.0,580.0,1795.0,9.0,Door
658,29.0,1734.0,641.0,15.0,Door
659,1.0,2354.0,21.0,43.0,Door
660,34.0,596.0,1779.0,10.0,Door
661,34.0,596.0,1779.0,10.0,Door
662,24.0,836.0,1539.0,20.0,Door
663,29.0,1700.0,675.0,15.0,Door
664,34.0,641.0,1734.0,10.0,Door
665,33.0,553.0,1822.0,11.0,Door
666,23.0,2202.0,173.0,21.0,Door
667,35.0,579.0,1796.0,9.0,Door
668,29.0,733.0,1642.0,15.0,Door
669,16.0,2109.0,266.0,28.0,Door
670,35.0,908.0,1467.0,9.0,Door
671,31.0,1952.0,423.0,13.0,Door
672,28.0,772.0,1603.0,16.0,Door
673,28.0,773.0,1602.0,16.0,Door
674,3.0,2190.0,185.0,41.0,Door
675,30.0,653.0,1722.0,14.0,Door
676,2.0,2339.0,62.0,16.0,Drum
677,2.0,1845.0,556.0,16.0,Drum
678,0,2400.0,1,18.0,Drum
679,0,2396.0,5,18.0,Drum
680,3.0,2264.0,137.0,15.0,Drum
681,2.0,2179.0,222.0,16.0,Drum
682,1.0,2373.0,28.0,17.0,Drum
683,2.0,2331.0,70.0,16.0,Drum
684,1.0,2312.0,89.0,17.0,Drum
685,0,2369.0,32,18.0,Drum
686,0,2397.0,4,18.0,Drum
687,0,2400.0,1,18.0,Drum
688,3.0,1957.0,444.0,15.0,Drum
689,0,2376.0,25,18.0,Drum
690,0,2400.0,1,18.0,Drum
691,2.0,2365.0,36.0,16.0,Drum
692,0,2395.0,6,18.0,Drum
693,0,2396.0,5,18.0,Drum
694,19.0,709.0,1690.0,1.0,Fish
695,19.0,735.0,1664.0,1.0,Fish
696,19.0,734.0,1665.0,1.0,Fish
697,19.0,721.0,1678.0,1.0,Fish
698,19.0,723.0,1676.0,1.0,Fish
699,19.0,723.0,1676.0,1.0,Fish
700,19.0,672.0,1727.0,1.0,Fish
701,19.0,693.0,1706.0,1.0,Fish
702,19.0,702.0,1697.0,1.0,Fish
703,19.0,708.0,1691.0,1.0,Fish
704,19.0,738.0,1661.0,1.0,Fish
705,19.0,758.0,1641.0,1.0,Fish
706,19.0,711.0,1688.0,1.0,Fish
707,19.0,708.0,1691.0,1.0,Fish
708,19.0,729.0,1670.0,1.0,Fish
709,19.0,748.0,1651.0,1.0,Fish
710,19.0,722.0,1677.0,1.0,Fish
711,19.0,706.0,1693.0,1.0,Fish
712,19.0,711.0,1688.0,1.0,Fish
713,19.0,730.0,1669.0,1.0,Fish
714,24.0,764.0,1629.0,2.0,FloorLamp
715,23.0,809.0,1584.0,3.0,FloorLamp
716,24.0,737.0,1656.0,2.0,FloorLamp
717,24.0,744.0,1649.0,2.0,FloorLamp
718,24.0,791.0,1602.0,2.0,FloorLamp
719,23.0,784.0,1609.0,3.0,FloorLamp
720,24.0,803.0,1590.0,2.0,FloorLamp
721,24.0,702.0,1691.0,2.0,FloorLamp
722,23.0,758.0,1635.0,3.0,FloorLamp
723,24.0,837.0,1556.0,2.0,FloorLamp
724,24.0,766.0,1627.0,2.0,FloorLamp
725,24.0,780.0,1613.0,2.0,FloorLamp
726,25.0,624.0,1769.0,1.0,FloorLamp
727,4.0,1860.0,533.0,22.0,FloorLamp
728,25.0,577.0,1816.0,1.0,FloorLamp
729,25.0,653.0,1740.0,1.0,FloorLamp
730,24.0,799.0,1594.0,2.0,FloorLamp
731,24.0,735.0,1658.0,2.0,FloorLamp
732,24.0,781.0,1612.0,2.0,FloorLamp
733,23.0,902.0,1491.0,3.0,FloorLamp
734,21.0,906.0,1487.0,5.0,FloorLamp
735,24.0,933.0,1460.0,2.0,FloorLamp
736,24.0,897.0,1496.0,2.0,FloorLamp
737,24.0,922.0,1471.0,2.0,FloorLamp
738,24.0,745.0,1648.0,2.0,FloorLamp
739,24.0,819.0,1574.0,2.0,FloorLamp
740,16.0,1074.0,1325.0,4.0,Glasses
741,18.0,2220.0,179.0,2.0,Glasses
742,17.0,1790.0,609.0,3.0,Glasses
743,16.0,1032.0,1367.0,4.0,Glasses
744,19.0,2170.0,229.0,1.0,Glasses
745,16.0,1075.0,1324.0,4.0,Glasses
746,16.0,1196.0,1203.0,4.0,Glasses
747,18.0,1854.0,545.0,2.0,Glasses
748,10.0,2319.0,80.0,10.0,Glasses
749,16.0,1119.0,1280.0,4.0,Glasses
750,18.0,2203.0,196.0,2.0,Glasses
751,11.0,2328.0,71.0,9.0,Glasses
752,18.0,2163.0,236.0,2.0,Glasses
753,19.0,2191.0,208.0,1.0,Glasses
754,12.0,2308.0,91.0,8.0,Glasses
755,19.0,2186.0,213.0,1.0,Glasses
756,18.0,2222.0,177.0,2.0,Glasses
757,19.0,2096.0,303.0,1.0,Glasses
758,16.0,1598.0,801.0,4.0,Glasses
759,12.0,875.0,1524.0,8.0,Glasses
760,18.0,739.0,1660.0,2.0,Guitar
761,18.0,865.0,1534.0,2.0,Guitar
762,18.0,775.0,1624.0,2.0,Guitar
763,17.0,1192.0,1207.0,3.0,Guitar
764,18.0,907.0,1492.0,2.0,Guitar
765,18.0,910.0,1489.0,2.0,Guitar
766,18.0,745.0,1654.0,2.0,Guitar
767,17.0,889.0,1510.0,3.0,Guitar
768,18.0,831.0,1568.0,2.0,Guitar
769,18.0,770.0,1629.0,2.0,Guitar
770,18.0,745.0,1654.0,2.0,Guitar
771,18.0,876.0,1523.0,2.0,Guitar
772,18.0,704.0,1695.0,2.0,Guitar
773,18.0,874.0,1525.0,2.0,Guitar
774,18.0,800.0,1599.0,2.0,Guitar
775,18.0,789.0,1610.0,2.0,Guitar
776,18.0,803.0,1596.0,2.0,Guitar
777,0,2390.0,9,20.0,Guitar
778,18.0,666.0,1733.0,2.0,Guitar
779,18.0,739.0,1660.0,2.0,Guitar
780,55.0,872.0,1489.0,3.0,Gun
781,57.0,677.0,1684.0,1.0,Gun
782,57.0,682.0,1679.0,1.0,Gun
783,57.0,639.0,1722.0,1.0,Gun
784,57.0,717.0,1644.0,1.0,Gun
785,50.0,1048.0,1313.0,8.0,Gun
786,56.0,668.0,1693.0,2.0,Gun
787,55.0,559.0,1802.0,3.0,Gun
788,51.0,897.0,1464.0,7.0,Gun
789,55.0,859.0,1502.0,3.0,Gun
790,57.0,710.0,1651.0,1.0,Gun
791,57.0,768.0,1593.0,1.0,Gun
792,57.0,624.0,1737.0,1.0,Gun
793,56.0,814.0,1547.0,2.0,Gun
794,57.0,628.0,1733.0,1.0,Gun
795,57.0,741.0,1620.0,1.0,Gun
796,57.0,674.0,1687.0,1.0,Gun
797,56.0,738.0,1623.0,2.0,Gun
798,53.0,1234.0,1127.0,5.0,Gun
799,56.0,719.0,1642.0,2.0,Gun
800,56.0,762.0,1599.0,2.0,Gun
801,50.0,802.0,1559.0,8.0,Gun
802,50.0,800.0,1561.0,8.0,Gun
803,50.0,723.0,1638.0,8.0,Gun
804,56.0,714.0,1647.0,2.0,Gun
805,56.0,740.0,1621.0,2.0,Gun
806,27.0,1900.0,461.0,31.0,Gun
807,57.0,684.0,1677.0,1.0,Gun
808,56.0,666.0,1695.0,2.0,Gun
809,57.0,590.0,1771.0,1.0,Gun
810,55.0,826.0,1535.0,3.0,Gun
811,55.0,786.0,1575.0,3.0,Gun
812,46.0,865.0,1496.0,12.0,Gun
813,47.0,1487.0,874.0,11.0,Gun
814,46.0,1548.0,813.0,12.0,Gun
815,44.0,1614.0,747.0,14.0,Gun
816,57.0,735.0,1626.0,1.0,Gun
817,57.0,620.0,1741.0,1.0,Gun
818,56.0,632.0,1729.0,2.0,Gun
819,53.0,780.0,1581.0,5.0,Gun
820,55.0,777.0,1584.0,3.0,Gun
821,51.0,994.0,1367.0,7.0,Gun
822,53.0,874.0,1487.0,5.0,Gun
823,56.0,822.0,1539.0,2.0,Gun
824,57.0,867.0,1494.0,1.0,Gun
825,57.0,836.0,1525.0,1.0,Gun
826,56.0,780.0,1581.0,2.0,Gun
827,56.0,788.0,1573.0,2.0,Gun
828,53.0,1201.0,1160.0,5.0,Gun
829,56.0,863.0,1498.0,2.0,Gun
830,56.0,840.0,1521.0,2.0,Gun
831,50.0,1219.0,1142.0,8.0,Gun
832,56.0,808.0,1553.0,2.0,Gun
833,56.0,768.0,1593.0,2.0,Gun
834,55.0,858.0,1503.0,3.0,Gun
835,46.0,920.0,1441.0,12.0,Gun
836,56.0,867.0,1494.0,2.0,Gun
837,53.0,840.0,1521.0,5.0,Gun
838,36.0,887.0,1495.0,1.0,Hand
839,34.0,654.0,1728.0,3.0,Hand
840,35.0,1312.0,1070.0,2.0,Hand
841,36.0,1256.0,1126.0,1.0,Hand
842,34.0,634.0,1748.0,3.0,Hand
843,34.0,633.0,1749.0,3.0,Hand
844,34.0,637.0,1745.0,3.0,Hand
845,34.0,676.0,1706.0,3.0,Hand
846,34.0,636.0,1746.0,3.0,Hand
847,33.0,842.0,1540.0,4.0,Hand
848,34.0,638.0,1744.0,3.0,Hand
849,34.0,668.0,1714.0,3.0,Hand
850,34.0,715.0,1667.0,3.0,Hand
851,8.0,2246.0,136.0,29.0,Hand
852,34.0,682.0,1700.0,3.0,Hand
853,34.0,997.0,1385.0,3.0,Hand
854,36.0,1264.0,1118.0,1.0,Hand
855,33.0,694.0,1688.0,4.0,Hand
856,33.0,778.0,1604.0,4.0,Hand
857,34.0,660.0,1722.0,3.0,Hand
858,34.0,1004.0,1378.0,3.0,Hand
859,34.0,718.0,1664.0,3.0,Hand
860,34.0,632.0,1750.0,3.0,Hand
861,34.0,635.0,1747.0,3.0,Hand
862,36.0,1264.0,1118.0,1.0,Hand
863,34.0,638.0,1744.0,3.0,Hand
864,34.0,637.0,1745.0,3.0,Hand
865,35.0,1388.0,994.0,2.0,Hand
866,34.0,636.0,1746.0,3.0,Hand
867,10.0,2242.0,140.0,27.0,Hand
868,31.0,1756.0,626.0,6.0,Hand
869,36.0,1255.0,1127.0,1.0,Hand
870,36.0,893.0,1489.0,1.0,Hand
871,34.0,665.0,1717.0,3.0,Hand
872,33.0,778.0,1604.0,4.0,Hand
873,34.0,683.0,1699.0,3.0,Hand
874,33.0,840.0,1542.0,4.0,Hand
875,1.0,1936.0,469.0,13.0,Hat
876,10.0,933.0,1472.0,4.0,Hat
877,10.0,842.0,1563.0,4.0,Hat
878,10.0,643.0,1762.0,4.0,Hat
879,10.0,743.0,1662.0,4.0,Hat
880,1.0,2114.0,291.0,13.0,Hat
881,0,2357.0,48,14.0,Hat
882,10.0,709.0,1696.0,4.0,Hat
883,10.0,813.0,1592.0,4.0,Hat
884,10.0,888.0,1517.0,4.0,Hat
885,10.0,673.0,1732.0,4.0,Hat
886,10.0,733.0,1672.0,4.0,Hat
887,10.0,1055.0,1350.0,4.0,Hat
888,10.0,785.0,1620.0,4.0,Hat
889,49.0,894.0,1474.0,2.0,Helicopter
890,50.0,781.0,1587.0,1.0,Helicopter
891,50.0,836.0,1532.0,1.0,Helicopter
892,50.0,846.0,1522.0,1.0,Helicopter
893,50.0,803.0,1565.0,1.0,Helicopter
894,49.0,830.0,1538.0,2.0,Helicopter
895,50.0,846.0,1522.0,1.0,Helicopter
896,50.0,868.0,1500.0,1.0,Helicopter
897,49.0,880.0,1488.0,2.0,Helicopter
898,50.0,837.0,1531.0,1.0,Helicopter
899,49.0,869.0,1499.0,2.0,Helicopter
900,50.0,825.0,1543.0,1.0,Helicopter
901,50.0,823.0,1545.0,1.0,Helicopter
902,50.0,716.0,1652.0,1.0,Helicopter
903,30.0,1542.0,826.0,21.0,Helicopter
904,50.0,796.0,1572.0,1.0,Helicopter
905,50.0,782.0,1586.0,1.0,Helicopter
906,50.0,882.0,1486.0,1.0,Helicopter
907,50.0,770.0,1598.0,1.0,Helicopter
908,50.0,853.0,1515.0,1.0,Helicopter
909,49.0,809.0,1559.0,2.0,Helicopter
910,50.0,664.0,1704.0,1.0,Helicopter
911,49.0,762.0,1606.0,2.0,Helicopter
912,50.0,866.0,1502.0,1.0,Helicopter
913,49.0,838.0,1530.0,2.0,Helicopter
914,50.0,827.0,1541.0,1.0,Helicopter
915,50.0,850.0,1518.0,1.0,Helicopter
916,50.0,806.0,1562.0,1.0,Helicopter
917,49.0,837.0,1531.0,2.0,Helicopter
918,50.0,748.0,1620.0,1.0,Helicopter
919,49.0,797.0,1571.0,2.0,Helicopter
920,50.0,684.0,1684.0,1.0,Helicopter
921,49.0,851.0,1517.0,2.0,Helicopter
922,50.0,790.0,1578.0,1.0,Helicopter
923,50.0,785.0,1583.0,1.0,Helicopter
924,50.0,787.0,1581.0,1.0,Helicopter
925,49.0,912.0,1456.0,2.0,Helicopter
926,50.0,772.0,1596.0,1.0,Helicopter
927,49.0,896.0,1472.0,2.0,Helicopter
928,49.0,864.0,1504.0,2.0,Helicopter
929,50.0,847.0,1521.0,1.0,Helicopter
930,49.0,786.0,1582.0,2.0,Helicopter
931,50.0,770.0,1598.0,1.0,Helicopter
932,50.0,772.0,1596.0,1.0,Helicopter
933,49.0,858.0,1510.0,2.0,Helicopter
934,50.0,640.0,1728.0,1.0,Helicopter
935,49.0,838.0,1530.0,2.0,Helicopter
936,49.0,871.0,1497.0,2.0,Helicopter
937,49.0,877.0,1491.0,2.0,Helicopter
938,49.0,797.0,1571.0,2.0,Helicopter
939,49.0,803.0,1565.0,2.0,Helicopter
940,10.0,2305.0,70.0,34.0,House
941,7.0,2326.0,49.0,37.0,House
942,2.0,2352.0,23.0,42.0,House
943,2.0,2344.0,31.0,42.0,House
944,2.0,2341.0,34.0,42.0,House
945,14.0,2049.0,326.0,30.0,House
946,16.0,2071.0,304.0,28.0,House
947,12.0,2297.0,78.0,32.0,House
948,3.0,2331.0,44.0,41.0,House
949,11.0,1757.0,618.0,33.0,House
950,14.0,2154.0,221.0,30.0,House
951,0,2374.0,1,44.0,House
952,21.0,1860.0,515.0,23.0,House
953,19.0,655.0,1720.0,25.0,House
954,12.0,2052.0,323.0,32.0,House
955,5.0,2328.0,47.0,39.0,House
956,12.0,2100.0,275.0,32.0,House
957,10.0,1831.0,544.0,34.0,House
958,5.0,2332.0,43.0,39.0,House
959,14.0,1260.0,1115.0,30.0,House
960,12.0,2288.0,87.0,32.0,House
961,13.0,2274.0,101.0,31.0,House
962,22.0,563.0,1812.0,22.0,House
963,16.0,639.0,1736.0,28.0,House
964,15.0,1683.0,692.0,29.0,House
965,4.0,2284.0,91.0,40.0,House
966,24.0,610.0,1765.0,20.0,House
967,19.0,816.0,1559.0,25.0,House
968,11.0,1100.0,1275.0,33.0,House
969,20.0,567.0,1808.0,24.0,House
970,18.0,2006.0,369.0,26.0,House
971,20.0,1154.0,1221.0,24.0,House
972,13.0,729.0,1646.0,31.0,House
973,17.0,701.0,1674.0,27.0,House
974,14.0,2210.0,165.0,30.0,House
975,16.0,1703.0,672.0,28.0,House
976,15.0,702.0,1673.0,29.0,House
977,11.0,2263.0,112.0,33.0,House
978,20.0,619.0,1756.0,24.0,House
979,13.0,721.0,1654.0,31.0,House
980,20.0,1154.0,1221.0,24.0,House
981,10.0,2312.0,63.0,34.0,House
982,23.0,1326.0,1049.0,21.0,House
983,3.0,2345.0,30.0,41.0,House
984,0,2368.0,1,50.0,HumanHead
985,5.0,890.0,1479.0,45.0,HumanHead
986,5.0,2367.0,2.0,45.0,HumanHead
987,8.0,2366.0,3.0,42.0,HumanHead
988,3.0,2367.0,2.0,47.0,HumanHead
989,1.0,2368.0,1.0,49.0,HumanHead
990,0,2368.0,1,50.0,HumanHead
991,27.0,2343.0,26.0,23.0,HumanHead
992,6.0,2368.0,1.0,44.0,HumanHead
993,3.0,2368.0,1.0,47.0,HumanHead
994,27.0,2234.0,135.0,23.0,HumanHead
995,3.0,2367.0,2.0,47.0,HumanHead
996,4.0,2367.0,2.0,46.0,HumanHead
997,16.0,2357.0,12.0,34.0,HumanHead
998,12.0,2362.0,7.0,38.0,HumanHead
999,3.0,2367.0,2.0,47.0,HumanHead
1000,27.0,2187.0,182.0,23.0,HumanHead
1001,17.0,2350.0,19.0,33.0,HumanHead
1002,2.0,2368.0,1.0,48.0,HumanHead
1003,11.0,2363.0,6.0,39.0,HumanHead
1004,27.0,2253.0,116.0,23.0,HumanHead
1005,27.0,2236.0,133.0,23.0,HumanHead
1006,0,1033.0,1336,50.0,HumanHead
1007,27.0,2225.0,144.0,23.0,HumanHead
1008,24.0,1784.0,585.0,26.0,HumanHead
1009,0,2010.0,359,50.0,HumanHead
1010,27.0,2260.0,109.0,23.0,HumanHead
1011,15.0,2350.0,19.0,35.0,HumanHead
1012,27.0,2169.0,200.0,23.0,HumanHead
1013,5.0,2368.0,1.0,45.0,HumanHead
1014,29.0,2317.0,52.0,21.0,HumanHead
1015,27.0,2253.0,116.0,23.0,HumanHead
1016,7.0,2349.0,20.0,43.0,HumanHead
1017,28.0,2339.0,30.0,22.0,HumanHead
1018,25.0,1932.0,437.0,25.0,HumanHead
1019,27.0,2176.0,193.0,23.0,HumanHead
1020,28.0,2335.0,34.0,22.0,HumanHead
1021,30.0,2310.0,59.0,20.0,HumanHead
1022,29.0,2260.0,109.0,21.0,HumanHead
1023,27.0,2271.0,98.0,23.0,HumanHead
1024,29.0,2306.0,63.0,21.0,HumanHead
1025,27.0,2165.0,204.0,23.0,HumanHead
1026,28.0,2342.0,27.0,22.0,HumanHead
1027,27.0,2226.0,143.0,23.0,HumanHead
1028,24.0,1917.0,452.0,26.0,HumanHead
1029,29.0,2326.0,43.0,21.0,HumanHead
1030,21.0,1144.0,1225.0,29.0,HumanHead
1031,29.0,2313.0,56.0,21.0,HumanHead
1032,27.0,2159.0,210.0,23.0,HumanHead
1033,25.0,1825.0,544.0,25.0,HumanHead
1034,138.0,736.0,1542.0,3.0,Humanoid
1035,138.0,733.0,1545.0,3.0,Humanoid
1036,137.0,733.0,1545.0,4.0,Humanoid
1037,138.0,743.0,1535.0,3.0,Humanoid
1038,137.0,746.0,1532.0,4.0,Humanoid
1039,137.0,736.0,1542.0,4.0,Humanoid
1040,138.0,727.0,1551.0,3.0,Humanoid
1041,137.0,723.0,1555.0,4.0,Humanoid
1042,138.0,736.0,1542.0,3.0,Humanoid
1043,138.0,736.0,1542.0,3.0,Humanoid
1044,138.0,663.0,1615.0,3.0,Humanoid
1045,136.0,787.0,1491.0,5.0,Humanoid
1046,138.0,725.0,1553.0,3.0,Humanoid
1047,138.0,706.0,1572.0,3.0,Humanoid
1048,57.0,1808.0,470.0,84.0,Humanoid
1049,137.0,770.0,1508.0,4.0,Humanoid
1050,137.0,708.0,1570.0,4.0,Humanoid
1051,138.0,717.0,1561.0,3.0,Humanoid
1052,137.0,705.0,1573.0,4.0,Humanoid
1053,137.0,714.0,1564.0,4.0,Humanoid
1054,134.0,1007.0,1271.0,7.0,Humanoid
1055,138.0,696.0,1582.0,3.0,Humanoid
1056,137.0,695.0,1583.0,4.0,Humanoid
1057,138.0,687.0,1591.0,3.0,Humanoid
1058,137.0,675.0,1603.0,4.0,Humanoid
1059,137.0,688.0,1590.0,4.0,Humanoid
1060,137.0,673.0,1605.0,4.0,Humanoid
1061,138.0,668.0,1610.0,3.0,Humanoid
1062,136.0,764.0,1514.0,5.0,Humanoid
1063,138.0,712.0,1566.0,3.0,Humanoid
1064,138.0,684.0,1594.0,3.0,Humanoid
1065,138.0,707.0,1571.0,3.0,Humanoid
1066,138.0,652.0,1626.0,3.0,Humanoid
1067,137.0,723.0,1555.0,4.0,Humanoid
1068,138.0,689.0,1589.0,3.0,Humanoid
1069,138.0,673.0,1605.0,3.0,Humanoid
1070,137.0,697.0,1581.0,4.0,Humanoid
1071,138.0,669.0,1609.0,3.0,Humanoid
1072,116.0,1442.0,836.0,25.0,Humanoid
1073,138.0,742.0,1536.0,3.0,Humanoid
1074,137.0,715.0,1563.0,4.0,Humanoid
1075,134.0,960.0,1318.0,7.0,Humanoid
1076,137.0,724.0,1554.0,4.0,Humanoid
1077,134.0,890.0,1388.0,7.0,Humanoid
1078,137.0,792.0,1486.0,4.0,Humanoid
1079,137.0,688.0,1590.0,4.0,Humanoid
1080,135.0,947.0,1331.0,6.0,Humanoid
1081,138.0,645.0,1633.0,3.0,Humanoid
1082,138.0,710.0,1568.0,3.0,Humanoid
1083,138.0,709.0,1569.0,3.0,Humanoid
1084,138.0,697.0,1581.0,3.0,Humanoid
1085,137.0,734.0,1544.0,4.0,Humanoid
1086,138.0,728.0,1550.0,3.0,Humanoid
1087,137.0,771.0,1507.0,4.0,Humanoid
1088,138.0,662.0,1616.0,3.0,Humanoid
1089,137.0,700.0,1578.0,4.0,Humanoid
1090,137.0,700.0,1578.0,4.0,Humanoid
1091,134.0,933.0,1345.0,7.0,Humanoid
1092,138.0,709.0,1569.0,3.0,Humanoid
1093,138.0,676.0,1602.0,3.0,Humanoid
1094,1.0,2230.0,48.0,140.0,Humanoid
1095,138.0,646.0,1632.0,3.0,Humanoid
1096,138.0,690.0,1588.0,3.0,Humanoid
1097,137.0,713.0,1565.0,4.0,Humanoid
1098,137.0,773.0,1505.0,4.0,Humanoid
1099,137.0,717.0,1561.0,4.0,Humanoid
1100,138.0,723.0,1555.0,3.0,Humanoid
1101,138.0,613.0,1665.0,3.0,Humanoid
1102,138.0,711.0,1567.0,3.0,Humanoid
1103,138.0,592.0,1686.0,3.0,Humanoid
1104,132.0,765.0,1513.0,9.0,Humanoid
1105,138.0,732.0,1546.0,3.0,Humanoid
1106,138.0,622.0,1656.0,3.0,Humanoid
1107,138.0,684.0,1594.0,3.0,Humanoid
1108,137.0,689.0,1589.0,4.0,Humanoid
1109,137.0,721.0,1557.0,4.0,Humanoid
1110,138.0,729.0,1549.0,3.0,Humanoid
1111,138.0,667.0,1611.0,3.0,Humanoid
1112,137.0,729.0,1549.0,4.0,Humanoid
1113,138.0,678.0,1600.0,3.0,Humanoid
1114,137.0,775.0,1503.0,4.0,Humanoid
1115,137.0,674.0,1604.0,4.0,Humanoid
1116,138.0,682.0,1596.0,3.0,Humanoid
1117,137.0,712.0,1566.0,4.0,Humanoid
1118,138.0,655.0,1623.0,3.0,Humanoid
1119,137.0,727.0,1551.0,4.0,Humanoid
1120,138.0,614.0,1664.0,3.0,Humanoid
1121,137.0,750.0,1528.0,4.0,Humanoid
1122,138.0,685.0,1593.0,3.0,Humanoid
1123,137.0,700.0,1578.0,4.0,Humanoid
1124,137.0,766.0,1512.0,4.0,Humanoid
1125,137.0,731.0,1547.0,4.0,Humanoid
1126,138.0,706.0,1572.0,3.0,Humanoid
1127,137.0,712.0,1566.0,4.0,Humanoid
1128,137.0,796.0,1482.0,4.0,Humanoid
1129,124.0,803.0,1475.0,17.0,Humanoid
1130,137.0,681.0,1597.0,4.0,Humanoid
1131,137.0,729.0,1549.0,4.0,Humanoid
1132,137.0,668.0,1610.0,4.0,Humanoid
1133,137.0,747.0,1531.0,4.0,Humanoid
1134,136.0,777.0,1501.0,5.0,Humanoid
1135,137.0,679.0,1599.0,4.0,Humanoid
1136,137.0,653.0,1625.0,4.0,Humanoid
1137,21.0,1471.0,807.0,120.0,Humanoid
1138,137.0,721.0,1557.0,4.0,Humanoid
1139,136.0,760.0,1518.0,5.0,Humanoid
1140,134.0,712.0,1566.0,7.0,Humanoid
1141,138.0,693.0,1585.0,3.0,Humanoid
1142,138.0,620.0,1658.0,3.0,Humanoid
1143,137.0,720.0,1558.0,4.0,Humanoid
1144,137.0,699.0,1579.0,4.0,Humanoid
1145,136.0,747.0,1531.0,5.0,Humanoid
1146,136.0,803.0,1475.0,5.0,Humanoid
1147,137.0,710.0,1568.0,4.0,Humanoid
1148,136.0,760.0,1518.0,5.0,Humanoid
1149,137.0,738.0,1540.0,4.0,Humanoid
1150,138.0,644.0,1634.0,3.0,Humanoid
1151,137.0,667.0,1611.0,4.0,Humanoid
1152,138.0,705.0,1573.0,3.0,Humanoid
1153,138.0,655.0,1623.0,3.0,Humanoid
